,folioviv,foliohog,tot_integ,edad_jefe,jefe_es_hombre,alimentos,gasto_mon,transporte,ing_cor,jefe_termino_sec,tiene_auto,tasa_ahorro
20500,761262301,1,9,52,1,5117.11,10149.03,1016.12,15641.69,1,0,0.351
76244,2760771620,1,3,33,0,3349.25,12951.33,2400.0,29846.51,1,0,0.566
42306,1511422206,1,4,48,1,17504.75,34417.46,8780.99,54666.78,1,0,0.37
40592,1414172806,1,3,20,1,15724.17,35074.41,900.0,44252.66,1,0,0.207
24990,860633008,1,3,29,1,17048.32,29720.8,5806.45,48698.43,1,0,0.39
20555,761592009,1,4,58,1,24711.31,36725.22,5623.53,51503.19,0,0,0.287
79700,2901294304,1,2,61,0,2635.63,11811.07,290.32,6669.51,1,0,-0.771
47720,1701435004,1,2,84,1,6415.58,19001.12,660.0,24143.82,0,0,0.213
19827,704295602,1,2,62,1,809.98,3361.48,60.0,13923.92,1,0,0.759
28420,1000546205,2,2,65,1,10491.23,15959.07,1421.74,16368.11,1,0,0.025
57996,2101078706,1,3,46,0,19895.1,35832.26,6236.68,36154.46,1,0,0.009
11685,460257020,1,3,31,1,2417.08,8999.59,1772.52,39174.31,1,0,0.77
17402,601447606,1,5,44,1,17749.07,38008.26,4635.0,51162.28,1,0,0.257
62817,2260334007,1,2,24,0,5567.0,17777.97,3953.22,34465.68,1,0,0.484
70114,2503658402,1,1,62,0,11179.13,14405.69,771.42,14518.92,1,0,0.008
76680,2801176703,1,4,47,1,7765.63,12348.84,2700.0,23776.22,1,0,0.481
34170,1200879901,1,3,27,0,9928.9,32886.38,5692.05,49274.99,1,0,0.333
32267,1108696016,1,1,79,0,1169.94,2517.41,0.0,11175.63,1,0,0.775
70324,2503954005,1,6,39,1,16739.78,29845.76,2842.38,39551.55,1,0,0.245
19582,703317623,1,6,50,1,12098.38,21915.99,550.45,13495.05,1,0,-0.624
22124,803772805,1,3,71,1,5194.22,28420.34,8100.0,116852.43,1,0,0.757
17066,601314711,1,3,50,1,16624.0,35951.61,6000.0,38360.64,1,0,0.063
79894,2901496605,1,5,40,1,14528.32,28549.28,4075.66,29639.0,1,0,0.037
75370,2701948704,1,6,89,1,7772.07,10609.63,1028.56,49530.44,0,0,0.786
32099,1107824720,1,4,38,1,7090.51,10270.56,300.0,16795.07,1,0,0.388
55193,1960510502,1,1,56,0,2147.11,7749.26,580.64,19122.0,1,0,0.595
59208,2107617918,1,6,33,1,6737.03,28615.92,10762.73,20221.64,1,0,-0.415
15329,560281023,1,7,35,1,11733.02,18303.88,1509.67,56151.0,1,0,0.674
34317,1201351404,1,3,48,0,2931.36,15388.34,9742.29,11058.52,1,0,-0.392
88350,3260347407,1,3,56,1,9629.88,22926.75,5445.59,24024.17,1,0,0.046
47616,1701220701,1,1,26,1,8189.9,24411.11,900.0,19344.01,1,0,-0.262
11491,460166515,1,2,56,1,6004.2,9110.39,0.0,10923.83,1,0,0.166
29414,1003004503,1,8,29,1,19750.85,43947.77,5976.13,67226.03,1,0,0.346
39755,1408386603,1,3,46,1,20854.11,45781.25,15400.32,25721.28,1,0,-0.78
12134,500917905,1,1,73,1,9353.36,22292.18,966.35,19214.6,1,0,-0.16
76919,2802402701,1,3,38,0,6621.31,18265.59,3651.37,32089.38,1,0,0.431
86432,3160498925,1,2,40,1,7431.36,10037.61,1248.37,23772.97,1,0,0.578
44961,1562037616,1,4,43,1,8729.78,16350.65,600.0,5814.81,0,0,-1.812
25462,860903516,1,1,50,0,3008.52,11289.73,4518.87,12303.98,1,0,0.082
88305,3260310313,1,4,42,1,9745.45,27524.11,6536.97,69538.53,1,0,0.604
15514,560388923,1,3,59,1,5734.11,10006.35,944.32,15278.21,1,0,0.345
59632,2161007215,1,1,27,1,3156.34,8254.72,1362.85,22508.3,1,0,0.633
85835,3160250502,1,8,41,1,30856.82,72113.68,16539.24,84522.26,1,0,0.147
13741,504804503,1,4,41,0,12664.1,26929.3,3502.36,17479.29,1,0,-0.541
74445,2700302703,1,1,48,0,0.0,5376.0,300.0,17300.92,1,0,0.689
62253,2260146705,1,6,53,0,9912.68,18119.46,1971.42,27217.74,1,0,0.334
3416,203527002,1,3,54,0,8652.74,47620.17,12058.06,86599.73,1,0,0.45
8288,301197414,1,2,90,1,10812.77,17208.18,1747.64,35512.43,1,0,0.515
75154,2701764907,1,5,40,1,10182.68,19548.21,1916.12,23670.91,1,0,0.174
29501,1003187702,1,2,32,1,10279.12,18889.37,1800.0,27347.75,1,0,0.309
64051,2300639601,1,2,53,0,9408.76,29223.75,2427.0,67311.95,1,0,0.566
4062,206725401,1,3,55,1,3265.63,13043.63,1650.0,41774.88,1,0,0.688
16825,601111006,1,2,63,0,8897.08,20904.44,1470.96,19329.71,1,0,-0.081
39041,1403289705,1,5,43,1,15216.12,32476.93,1328.56,39479.49,1,0,0.177
88169,3260139806,1,3,62,0,1889.98,11198.9,2492.73,22672.12,1,0,0.506
9596,400066904,1,1,83,0,1825.68,40498.44,2380.64,97683.0,1,0,0.585
8241,301146303,1,5,44,1,29840.08,56991.42,5847.86,122187.91,1,0,0.534
21524,801610906,1,2,79,1,10511.71,15059.41,0.0,25229.63,0,0,0.403
48478,1702947924,1,4,72,1,18861.22,29080.12,2080.64,67427.07,1,0,0.569
36012,1261008507,1,4,42,1,12278.41,18680.19,3342.84,5815.85,1,0,-2.212
29173,1002292003,1,4,47,1,8704.13,18108.4,1230.96,18164.08,1,0,0.003
52329,1902626802,1,8,44,1,17472.65,28092.7,2955.0,42978.64,1,0,0.346
79354,2900796504,1,4,29,1,8832.68,20730.63,1804.13,33156.26,1,0,0.375
42401,1512758302,1,2,58,1,6634.19,8346.85,257.14,13324.85,1,0,0.374
57177,2061322622,1,5,42,1,3998.5,8895.78,1200.0,18104.15,1,0,0.509
31732,1105583713,1,7,50,1,9745.52,20887.76,5247.54,35598.79,1,0,0.413
76659,2801030501,1,7,48,1,7881.3,28812.52,3232.25,55051.58,1,0,0.477
25116,860740014,1,5,27,1,11802.73,21405.69,6249.81,39375.29,1,0,0.456
59827,2161667319,1,6,56,1,19947.52,28359.38,2032.96,18088.48,1,0,-0.568
71353,2560036918,1,4,84,1,4602.78,25795.03,4645.15,125570.02,0,0,0.795
85526,3160060420,1,4,32,1,10921.88,15326.88,1393.54,26098.27,1,0,0.413
67374,2460075204,1,3,28,1,19208.38,58043.74,14044.68,61953.5,1,0,0.063
64520,2301560804,1,3,57,1,11230.61,29071.42,6569.99,82831.55,1,0,0.649
82133,3010527810,1,1,57,0,8987.02,17127.52,0.0,43131.14,1,0,0.603
86467,3160502401,1,3,72,1,6029.86,9277.07,580.64,23055.38,0,0,0.598
79295,2900703704,1,4,49,1,15833.59,40280.17,6389.93,50877.02,1,0,0.208
4827,260023605,1,5,38,1,9539.93,25390.28,6900.0,54737.69,1,0,0.536
19995,704601812,1,4,25,1,11031.32,29964.66,3000.0,33393.43,1,0,0.103
50445,1801243208,1,6,40,1,3959.91,15182.56,2809.56,64268.8,1,0,0.764
62713,2260306616,1,5,40,1,9501.22,27441.68,7028.52,42718.0,1,0,0.358
15385,560357009,1,5,45,1,3021.4,13167.56,2612.89,18393.64,1,0,0.284
69696,2502676201,1,4,65,0,8813.43,48172.86,2315.56,49965.75,1,0,0.036
30485,1060313308,1,3,46,1,23476.86,67960.83,27731.56,51718.42,1,0,-0.314
9664,400115004,1,1,52,0,8896.98,19654.0,1408.87,17614.97,1,0,-0.116
39401,1405891201,1,4,35,1,11763.98,18216.35,1408.06,28759.13,1,0,0.367
56897,2060737402,1,6,44,1,4236.32,9827.99,1903.18,11653.17,1,0,0.157
69335,2501964503,1,3,57,1,9269.62,24233.64,4392.43,46876.2,1,0,0.483
23372,807544406,1,2,22,1,24968.39,50562.87,3254.87,51314.56,1,0,0.015
79483,2901014709,1,3,45,1,16418.36,30172.6,4598.57,18565.57,1,0,-0.625
66090,2400485605,1,4,35,1,13898.36,55189.62,1800.0,62517.29,1,0,0.117
85255,3103883520,1,5,44,1,8890.59,25852.69,6296.6,35664.46,0,0,0.275
88592,3260540708,1,5,61,1,3509.92,25421.71,4950.0,35813.09,1,0,0.29
49546,1760363018,1,3,35,1,7084.23,14302.3,3004.14,22052.26,1,0,0.351
81261,3004096005,1,1,60,0,6827.08,20015.21,900.0,13432.86,0,0,-0.49
19652,703495813,1,2,79,1,4204.2,6599.2,390.0,12754.4,1,0,0.483
73952,2660334020,1,7,42,1,20706.18,42848.61,2612.9,93245.56,1,0,0.54
46311,1605708701,1,1,51,1,2661.38,4616.52,0.0,14314.58,1,0,0.677
77904,2807485007,1,5,42,1,9154.15,31093.3,3311.03,54722.47,1,0,0.432
84582,3102756207,1,3,75,1,7514.81,14194.11,637.58,42259.82,1,0,0.664
177,100327702,1,2,77,0,5489.92,11116.48,2310.0,51538.75,1,0,0.784
15480,560387208,1,5,26,1,13467.6,22844.64,1892.06,25023.55,1,0,0.087
45770,1603990219,1,5,70,1,30638.22,36819.28,590.32,50887.78,0,0,0.276
81976,3009088616,1,4,52,0,9514.17,23636.08,3994.25,45983.58,1,0,0.486
58846,2106296609,1,2,32,1,3908.48,8144.62,900.0,16153.89,1,0,0.496
17758,660005821,1,1,39,1,2224.23,9600.24,2914.25,30453.04,1,0,0.685
39721,1408170906,1,1,33,1,12407.02,25973.63,4137.77,57956.44,1,0,0.552
24861,860554412,1,2,47,1,6492.75,15957.09,3976.14,27946.69,1,0,0.429
35666,1260361912,1,3,28,1,2699.96,4625.19,771.42,11279.21,1,0,0.59
54327,1960155205,1,4,60,1,6479.94,58078.65,15765.19,69130.25,1,0,0.16
85875,3160264418,1,3,32,0,13763.42,26261.44,3794.89,38345.35,1,0,0.315
603,100983803,1,2,59,0,10688.0,97177.73,21578.85,124131.11,1,0,0.217
38773,1400513302,1,3,94,0,0.0,800.0,600.0,43938.5,1,0,0.982
28946,1001738803,1,6,69,0,7765.51,14144.79,1414.28,30073.75,0,0,0.53
16962,601263218,1,2,60,1,15325.52,88438.98,19298.44,99582.51,1,0,0.112
2994,201637806,1,4,30,1,7289.85,20784.23,600.0,27147.51,1,0,0.234
63159,2260449912,1,4,39,1,8716.98,16134.54,0.0,18056.69,1,0,0.106
34259,1201069601,1,5,35,0,12451.94,18696.99,612.84,32449.17,1,0,0.424
67096,2403792604,1,3,28,0,4371.37,8292.88,0.0,8262.29,1,0,-0.004
12004,500682701,1,4,48,1,11191.71,23426.94,4219.23,84859.85,1,0,0.724
73691,2660034007,1,6,41,1,7508.45,12859.02,870.96,14193.44,1,0,0.094
32904,1160672403,1,2,36,1,6557.01,13166.47,1171.28,25974.38,1,0,0.493
63014,2260414307,1,4,27,1,6505.6,14790.5,2322.58,44139.77,1,0,0.665
61287,2202477416,1,4,46,0,14026.99,28514.15,4645.15,32742.85,1,0,0.129
998,101547902,1,5,48,1,12406.97,35322.11,7337.0,77520.09,1,0,0.544
28599,1000864006,1,3,52,1,16656.18,41021.01,13093.54,52827.64,1,0,0.223
65999,2400070702,1,6,72,0,7187.03,13814.17,917.14,31675.07,1,0,0.564
29935,1060125515,1,1,50,0,6107.01,10358.16,1190.31,13468.43,1,0,0.231
32022,1107408016,1,5,55,1,17633.44,35558.12,7315.59,39106.4,1,0,0.091
67980,2460715008,1,4,34,1,6627.77,10329.25,252.76,15355.07,1,0,0.327
52242,1902213405,1,4,42,0,15286.91,20322.57,2100.0,19102.09,1,0,-0.064
87326,3201480415,1,2,65,1,9790.59,28228.4,6341.31,116615.41,1,0,0.758
76443,2800063804,1,3,53,1,12162.65,42104.16,6689.95,40696.7,1,0,-0.035
64935,2302432504,1,4,40,1,21880.82,40199.5,3097.43,49095.2,1,0,0.181
20723,762054006,1,5,31,1,3638.52,11441.5,4553.46,21963.52,1,0,0.479
49706,1800057605,1,4,59,1,9848.37,22906.37,2400.0,32262.44,1,0,0.29
80750,2960191611,1,4,28,1,7572.71,11530.32,900.0,33653.36,1,0,0.657
15862,600229502,1,4,42,1,7919.83,23592.82,2327.32,43629.85,1,0,0.459
45501,1602897405,1,5,43,1,32965.42,118445.38,29104.49,109686.07,1,0,-0.08
45853,1604197513,1,3,48,0,8421.26,21079.27,435.48,34317.38,1,0,0.386
37158,1301843424,1,4,43,1,13062.69,30370.76,8542.12,27604.29,1,0,-0.1
37636,1302807716,1,3,47,1,19401.29,81751.34,5280.0,116532.77,1,0,0.298
9038,360061219,1,1,37,1,4281.34,20942.81,9132.57,25092.15,1,0,0.165
66924,2403269202,1,2,93,0,6814.19,10928.06,660.0,13962.59,0,0,0.217
24284,860187507,1,3,40,1,1022.11,3742.27,1161.29,5631.71,1,0,0.336
9695,400150005,1,3,49,1,3308.06,5174.29,470.3,5430.91,1,0,0.047
44450,1561251411,1,4,52,1,9231.24,28281.31,9303.53,63577.24,1,0,0.555
81853,3008600019,1,2,68,1,5361.36,31337.04,3344.41,101695.1,1,0,0.692
61266,2202432014,1,5,64,1,22448.39,33584.94,4507.86,61797.66,1,0,0.457
42330,1512163801,1,3,58,0,8498.43,17224.43,2067.0,29655.73,1,0,0.419
86262,3160447912,1,3,66,1,5901.34,5901.34,0.0,4814.66,1,0,-0.226
19080,700998803,1,3,48,0,10144.27,29131.27,4200.0,51463.69,1,0,0.434
81116,3002458501,1,4,47,0,6087.73,19451.36,5927.07,51633.86,1,0,0.623
43028,1523155706,1,1,56,1,4757.01,12355.19,1144.28,14606.55,1,0,0.154
54431,1960216817,1,4,44,1,12509.8,17734.22,2909.01,13167.52,1,0,-0.347
33832,1161598220,1,2,69,1,3490.65,6024.47,900.38,9035.08,0,0,0.333
46380,1606031323,1,6,32,1,7534.22,16240.05,3520.42,18818.09,1,0,0.137
81824,3008473610,1,3,63,1,6274.12,11204.31,1311.42,8262.28,1,0,-0.356
74203,2660602613,1,2,80,1,14528.42,21569.42,1500.0,28795.42,0,0,0.251
54025,1960060901,1,6,38,1,5554.12,10906.65,0.0,23180.36,1,0,0.529
84543,3102723605,1,4,64,1,9623.42,36623.35,3276.0,39619.64,1,0,0.076
25599,860949817,1,2,94,1,9694.11,11214.86,300.0,14336.06,1,0,0.218
57839,2062734724,1,1,49,0,5065.63,6386.9,670.27,5012.4,0,0,-0.274
34861,1203550506,1,2,86,1,3175.61,6311.85,192.85,18528.55,1,0,0.659
42296,1511276001,1,1,71,0,7997.0,14453.21,2735.8,20595.53,1,0,0.298
88641,3260550604,1,6,34,0,14489.8,37330.46,3297.54,29090.16,1,0,-0.283
84318,3102090801,1,1,64,0,1041.41,43223.38,2481.0,106620.98,1,0,0.595
34099,1200532805,1,8,28,1,9642.76,32582.49,9179.9,50193.4,1,0,0.351
75521,2702207917,1,5,42,1,5059.17,12101.81,3512.0,29040.18,1,0,0.583
3861,205643006,1,2,65,1,5914.19,13064.66,1161.29,28388.49,1,0,0.54
30534,1060378702,1,6,29,1,5438.52,8950.74,147.54,6801.63,1,0,-0.316
48451,1702941703,1,2,52,0,9745.59,15097.59,0.0,12098.34,1,0,-0.248
63287,2260483905,1,2,58,0,5181.32,6946.96,203.22,23276.86,1,0,0.702
53461,1910565313,1,5,40,1,5798.43,26494.34,13403.22,48711.83,1,0,0.456
31375,1103268703,1,5,38,1,10960.51,23967.95,600.0,33909.83,1,0,0.293
35922,1260815008,1,5,63,1,14142.69,24133.9,1958.32,16053.42,1,0,-0.503
71035,2504908405,1,3,81,1,7778.46,16073.99,2586.32,34543.62,1,0,0.535
63451,2260532515,1,5,46,1,12394.15,27658.15,6822.52,30720.53,1,0,0.1
44090,1560671903,1,2,77,1,2905.66,6309.94,966.35,9024.7,0,0,0.301
22570,805310306,1,1,65,0,11995.64,14517.93,0.0,11945.67,1,0,-0.215
17559,601479401,1,1,59,1,3992.06,6428.39,1271.18,41512.82,1,0,0.845
81547,3006734617,2,3,77,0,15428.41,22927.28,2358.73,7081.95,1,0,-2.237
16341,600699302,1,1,59,1,6968.47,13659.15,2663.44,35088.29,1,0,0.611
62163,2260127809,1,5,38,1,10902.66,17801.72,2185.7,33167.19,1,0,0.463
54796,1960354714,1,1,72,0,3368.55,35621.62,24088.52,50030.73,1,0,0.288
31402,1103383805,1,1,29,1,9096.23,13665.29,754.28,36979.66,1,0,0.63
47602,1701168003,1,5,75,1,6383.43,15383.04,3832.67,26053.3,1,0,0.41
34027,1200074003,1,1,81,0,0.0,5134.83,0.0,17633.93,1,0,0.709
31047,1100997301,1,4,37,1,11482.55,59162.16,1652.32,94926.17,1,0,0.377
48001,1702043901,1,8,64,0,8704.11,18527.71,2678.61,9320.33,1,0,-0.988
29838,1060089817,1,2,29,1,8871.34,24609.2,7799.86,22180.31,1,0,-0.11
31865,1106453005,1,2,48,1,15736.92,56550.42,28286.67,57262.94,1,0,0.012
23450,807926705,1,3,40,0,3754.21,13636.75,1800.0,11508.18,1,0,-0.185
86385,3160478907,1,1,79,0,5187.7,8325.96,334.65,8428.18,1,0,0.012
55602,2001278824,1,4,50,1,22654.06,34012.86,2160.0,12914.74,1,0,-1.634
59298,2107985013,1,2,85,0,4962.71,9250.11,1190.32,16463.32,0,0,0.438
21101,800280202,1,6,72,1,6154.72,21993.02,3648.0,27890.09,1,0,0.211
52906,1907121705,1,3,50,1,13679.84,24541.83,6898.67,42077.25,1,0,0.417
42845,1520221705,1,4,25,1,7199.8,10641.2,2811.4,25583.87,1,0,0.584
83320,3063097806,1,4,46,1,29518.58,41654.7,4925.4,13576.71,1,0,-2.068
75661,2760147623,1,2,44,0,4127.11,5162.11,300.0,18704.49,1,0,0.724
30616,1060393821,1,2,16,1,7437.72,11897.12,300.0,15032.44,1,0,0.209
80075,2901710301,1,2,42,0,7392.69,18160.09,3215.58,5181.09,1,0,-2.505
297,100510404,1,3,43,0,7424.89,32486.38,6159.72,45489.44,1,0,0.286
59585,2160964715,1,9,39,1,10054.1,28754.27,2513.03,57958.79,1,0,0.504
79232,2900623901,1,4,41,1,5856.28,18087.57,2701.99,28484.7,1,0,0.365
7330,300449605,1,2,31,1,19812.66,43042.25,4488.05,87477.68,1,0,0.508
34680,1203029301,1,2,59,1,11532.7,22062.32,4419.53,62392.2,1,0,0.646
43643,1560078317,1,5,47,1,14245.49,23561.33,1882.94,11849.41,1,0,-0.988
28519,1000733504,1,2,60,0,5181.33,20842.24,2459.42,19942.31,1,0,-0.045
9764,400235605,1,3,75,0,6654.12,11366.54,600.0,25416.36,0,0,0.553
72647,2603051405,1,1,78,1,2905.62,4810.79,1144.69,6280.61,1,0,0.234
77566,2805921503,1,1,72,0,5573.47,12883.0,0.0,23717.31,1,0,0.457
16121,600480301,1,3,69,0,15929.96,28975.48,870.96,139271.95,1,0,0.792
67346,2460009917,1,12,79,1,15402.69,37673.56,3512.9,46774.41,0,0,0.195
4419,207955919,1,1,62,1,4397.06,12229.06,2450.26,8315.2,1,0,-0.471
65283,2303023617,1,4,32,1,8896.99,13786.99,600.0,25918.02,1,0,0.468
53284,1909499702,1,5,54,1,9925.6,27600.15,7017.04,62434.4,1,0,0.558
67497,2460308518,1,2,83,1,2648.52,5314.43,925.71,11272.97,1,0,0.529
83084,3062473011,1,4,76,0,17035.51,44659.71,3677.43,68458.16,1,0,0.348
6777,260414514,1,2,60,0,3599.92,12368.66,4507.44,36883.81,1,0,0.665
38536,1361343809,1,2,61,1,1787.1,3831.4,150.0,9771.66,1,0,0.608
41895,1505229903,1,5,38,1,19928.29,25861.53,2793.17,27908.02,1,0,0.073
70595,2504344905,1,1,75,0,2584.24,3555.54,145.16,7996.46,1,0,0.555
59260,2107792323,1,5,46,1,14238.98,24315.36,2148.74,19697.72,1,0,-0.234
52532,1904120901,1,4,46,1,5753.39,10225.8,290.32,29930.83,1,0,0.658
26853,913934903,1,5,41,0,12882.67,29040.52,4673.41,21394.54,1,0,-0.357
36053,1261024512,1,1,89,0,5489.93,9258.9,0.0,17435.89,0,0,0.469
34286,1201208001,1,2,44,0,18732.62,33547.98,1971.42,34338.51,1,0,0.023
23364,807501803,1,3,53,0,6163.6,13479.1,2100.0,27202.21,1,0,0.504
49561,1760363911,1,1,83,1,2314.27,4822.32,964.28,6144.11,1,0,0.215
49629,1760403506,1,4,44,1,27462.57,33118.38,863.49,26659.17,1,0,-0.242
87209,3201384311,2,5,24,1,4435.6,7668.92,435.48,10164.13,1,0,0.245
85754,3160179817,1,3,58,1,7887.68,16757.01,5826.88,31087.09,1,0,0.461
69161,2501566404,1,2,53,0,2481.36,14315.29,3100.58,42614.51,1,0,0.664
14663,506465802,1,1,84,1,5567.04,15992.04,0.0,17999.99,1,0,0.112
34958,1203698903,1,2,61,1,5374.18,8014.32,308.57,24800.46,1,0,0.677
28597,1000864004,1,2,40,0,7829.85,35308.8,15845.8,29950.11,1,0,-0.179
11076,401420404,1,1,25,1,629.99,2694.84,1197.0,38366.81,1,0,0.93
18817,660107014,1,5,53,1,10169.85,23337.44,4817.67,44298.55,1,0,0.473
42215,1509657801,3,2,28,1,10349.87,16460.47,1800.0,25098.7,1,0,0.344
38030,1360495819,1,2,52,1,2802.81,7448.87,0.0,9918.44,1,0,0.249
4935,260035014,1,3,61,0,4589.93,13233.68,2377.31,44683.61,1,0,0.704
41429,1461287515,1,2,83,0,10423.9,20361.24,725.8,36623.02,1,0,0.444
62667,2260285418,1,5,38,1,12612.78,27605.49,3629.02,37590.71,1,0,0.266
58684,2105580715,1,5,52,1,30933.88,77252.85,17597.15,43081.93,1,0,-0.793
56127,2003187612,1,4,28,1,26016.18,33286.51,2983.11,46003.2,1,0,0.276
40247,1411917416,1,4,23,1,15286.86,27369.62,4952.02,37200.68,1,0,0.264
2450,160198610,1,9,59,0,15184.11,24759.68,2400.0,33408.17,1,0,0.259
86380,3160478318,1,1,85,1,6132.7,8761.63,0.0,14026.03,1,0,0.375
48522,1703027003,1,8,64,1,13358.41,27365.33,2567.86,41768.08,0,0,0.345
55596,2001278717,1,3,50,1,10388.38,15220.59,552.0,9326.87,1,0,-0.632
27998,960035904,1,5,58,1,27604.01,45554.77,6086.72,134283.25,1,0,0.661
73201,2605429624,1,5,29,0,15106.83,27225.16,1347.54,20670.49,1,0,-0.317
57023,2060965722,1,4,35,1,11365.53,21454.97,3025.71,24688.51,1,0,0.131
78458,2860262714,1,3,77,1,5194.17,10927.17,1800.0,21575.39,1,0,0.494
37111,1301699815,1,4,30,1,19529.79,42055.59,5588.52,42518.47,1,0,0.011
15777,600152302,1,2,24,0,11153.39,22818.95,966.35,30535.68,1,0,0.253
45168,1600852602,1,4,53,0,22191.25,40306.03,5897.02,61232.27,1,0,0.342
43133,1524225201,1,5,38,1,7630.57,20380.15,5117.12,39980.75,1,0,0.49
50819,1801616021,1,3,51,0,17524.05,60760.87,6419.08,166650.75,1,0,0.635
26198,906580002,1,3,35,0,5200.55,13113.17,1190.32,33574.84,1,0,0.609
84989,3103494020,1,2,52,1,6949.14,8026.3,0.0,14387.39,1,0,0.442
85134,3103659304,1,5,25,1,16238.33,22696.63,1045.37,20402.31,1,0,-0.112
8314,301208524,1,6,36,0,15222.62,38937.58,6308.25,76597.76,1,0,0.492
1381,102143715,1,7,55,1,12844.14,49236.92,6262.07,65606.54,1,0,0.25
1140,101773901,1,4,27,1,11224.12,43273.85,14049.95,54599.37,1,0,0.207
34301,1201301504,1,4,47,0,7547.09,16110.34,2661.42,37322.21,1,0,0.568
45579,1603670316,1,1,56,0,9604.23,19643.15,580.64,33135.24,1,0,0.407
30666,1060441313,1,2,75,1,18334.08,23843.06,1352.06,30379.71,1,0,0.215
79770,2901346405,1,5,60,1,12085.53,19733.47,1720.64,19344.3,1,0,-0.02
19877,704339322,1,5,45,1,7585.57,14139.38,145.16,23299.61,1,0,0.393
80986,3000914806,1,5,38,1,11648.45,27690.62,2280.0,50167.43,1,0,0.448
78066,2808036211,1,3,62,0,5104.14,10485.39,1928.55,36878.59,1,0,0.716
12136,500933301,1,5,49,1,9115.52,30730.47,7092.15,59759.68,1,0,0.486
72178,2601141903,1,5,34,1,13171.99,38397.09,11354.86,28614.12,1,0,-0.342
41114,1460652614,1,2,34,1,4127.03,7872.39,1368.61,13829.5,1,0,0.431
25549,860927811,1,3,32,1,1452.82,19425.4,9600.0,125754.08,1,0,0.846
54552,1960279003,1,3,28,1,7739.96,14089.64,1161.29,32712.9,1,0,0.569
12007,500682706,1,5,41,1,2442.8,14123.49,3685.69,31401.61,1,0,0.55
2950,201443504,1,4,69,0,3693.78,14363.04,3539.95,22774.46,0,0,0.369
14780,506679912,1,4,58,1,6762.83,21035.41,6967.74,53935.29,1,0,0.61
27302,918887603,1,2,52,1,14104.19,20780.14,1435.71,19819.66,1,0,-0.048
63298,2260485615,1,1,40,1,7778.51,11786.6,1091.8,21221.31,1,0,0.445
80148,2901769006,1,1,46,1,5702.05,8194.98,0.0,13399.42,1,0,0.388
65991,2400062003,1,3,49,0,11918.42,25242.69,5087.52,45091.54,1,0,0.44
16193,600548206,1,2,36,0,5142.85,39098.33,0.0,67930.62,1,0,0.424
66916,2403255808,1,1,63,1,10156.96,29566.46,1200.0,16652.45,1,0,-0.776
26473,909667701,1,5,50,1,6724.17,25919.56,4593.82,27594.05,1,0,0.061
10876,401275003,1,4,40,1,15968.38,26480.43,2235.48,42360.24,1,0,0.375
80951,3000685304,1,3,30,1,8736.27,20950.33,5628.06,17154.02,1,0,-0.221
60896,2201772405,1,4,32,1,12818.36,37312.76,3687.76,20690.2,1,0,-0.803
78502,2860298905,1,4,75,1,2725.68,10749.7,3503.22,51601.16,1,0,0.792
9495,360198208,1,3,46,1,1015.7,3792.91,1161.29,14785.49,1,0,0.743
33876,1161696311,1,4,30,1,14759.74,29869.64,2801.61,37204.49,1,0,0.197
45324,1601845205,1,2,63,1,5322.77,16352.36,2670.96,51460.11,1,0,0.682
29113,1002062906,1,2,18,1,12214.11,15053.39,1451.6,31606.47,1,0,0.524
11207,460015607,1,3,71,1,6438.75,12647.82,2375.4,21688.51,1,0,0.417
50718,1801431413,1,5,31,0,18874.1,34931.93,1374.0,14137.43,1,0,-1.471
44767,1561819512,1,1,56,0,5322.68,7240.5,0.0,10435.12,1,0,0.306
77027,2803141602,1,5,29,1,11844.69,21751.98,3150.0,16922.12,1,0,-0.285
75581,2760076802,1,1,80,0,0.0,2372.12,0.0,35042.16,0,0,0.932
69735,2502780403,1,1,45,1,7184.56,11112.92,1030.79,10460.27,1,0,-0.062
84991,3103494303,1,2,70,1,9983.37,24582.57,1741.93,19540.78,1,0,-0.258
41065,1460550922,1,2,39,1,15666.24,44109.63,308.57,55956.52,1,0,0.212
85018,3103522821,1,5,62,1,24110.69,29740.25,1050.0,29384.5,1,0,-0.012
12723,502333203,1,3,38,1,13151.37,30203.73,7437.31,81001.16,1,0,0.627
81674,3007749221,1,4,49,0,686.54,4013.9,145.16,28350.34,1,0,0.858
69677,2502600803,1,2,59,1,10169.84,24767.32,600.0,31205.28,1,0,0.206
41534,1500691702,1,2,54,0,11076.27,24309.27,2100.0,35185.33,1,0,0.309
36226,1261310817,1,3,40,1,5502.77,16963.95,2442.84,40781.68,1,0,0.584
20867,762317015,1,2,72,1,7007.02,12698.76,2685.89,13962.44,1,0,0.091
33626,1161389706,1,4,33,1,5232.74,11250.74,2400.0,25180.32,1,0,0.553
66561,2402207306,1,4,23,1,10664.75,32731.46,0.0,54659.52,1,0,0.401
87944,3202611903,1,7,49,1,8665.6,21232.38,2511.28,38469.65,1,0,0.448
82420,3060928314,1,8,46,1,15608.39,21978.57,2373.13,15307.55,1,0,-0.436
36458,1261671807,1,3,46,1,3008.5,5916.84,600.0,10652.43,1,0,0.445
39408,1405927702,1,1,42,1,10928.45,22317.33,0.0,23016.39,1,0,0.03
27606,922383206,1,3,48,0,16637.07,32342.69,2111.12,59176.65,1,0,0.453
13625,504520503,1,6,45,1,10889.86,26435.3,4702.68,94258.76,1,0,0.72
